frame,quat_w,quat_x,quat_y,quat_z,euler_x,euler_y,euler_z
7200,-0.7542016,-0.2930161,0.07725787,-0.58254,32.14056,15.39949,79.82531
7202,-0.7492398,-0.2971498,0.08452526,-0.5858306,32.97738,15.30993,80.60017
7204,-0.741324,-0.2956803,0.08901489,-0.5958929,32.9889,15.23482,82.12177
7205,-0.7356855,-0.2925865,0.09501085,-0.6034345,33.0362,14.74136,83.11334
7207,-0.7290853,-0.2935234,0.09612423,-0.610769,33.05382,15.10286,84.41233
7209,-0.7204059,-0.2911777,0.1113456,-0.6195427,33.88301,13.96642,85.66407
7211,-0.7153536,-0.2836273,0.1220047,-0.6268491,33.96904,12.60815,86.31991
7213,-0.7161129,-0.2812777,0.1240132,-0.6266466,33.9368,12.17048,86.10246
7215,-0.7176658,-0.283367,0.1272715,-0.6232663,34.42825,11.93301,85.65546
7217,-0.7162102,-0.2839004,0.1292103,-0.6242982,34.61061,11.87731,85.86789
7219,-0.7172967,-0.2810079,0.1327946,-0.623607,34.66348,11.21503,85.51644
7221,-0.7187005,-0.2825756,0.1323016,-0.6213832,34.79168,11.30624,85.24556
7223,-0.7273136,-0.2876096,0.1234737,-0.6107782,34.6941,12.0554,83.82353
7225,-0.7246742,-0.2932623,0.1240494,-0.6111109,35.21562,12.63021,84.30433
7227,-0.7270548,-0.2978734,0.1181868,-0.6072025,35.21647,13.43959,84.01722
7229,-0.7315825,-0.295936,0.1187155,-0.6025908,35.17509,12.93399,83.07082
7231,-0.7175593,-0.300893,0.1223703,-0.6161151,35.63401,13.89324,85.78539
7233,-0.7336252,-0.30395,0.1133766,-0.5971218,35.54695,13.98558,82.78977
7235,-0.7493077,-0.3114451,0.1023901,-0.575375,35.77203,14.63179,79.78466
7237,-0.7861168,-0.3081896,0.09064397,-0.5280373,35.46973,12.98213,71.94663
7239,-0.7939271,-0.311093,0.0801647,-0.5162119,35.22116,13.72955,70.4408
7241,-0.80722,-0.3124314,0.07362428,-0.4953404,35.26365,13.50352,67.37945
7243,-0.827105,-0.3123413,0.06245878,-0.4630759,35.06633,13.13193,62.65206
7245,-0.8554898,-0.3187459,0.0379183,-0.4063258,35.18245,13.74178,55.18767
7247,-0.8693159,-0.3151815,0.02224886,-0.380073,34.39515,14.09139,51.61213
7249,-0.8924356,-0.3163246,-0.002817303,-0.3216983,34.24868,14.61357,44.17039
7251,-0.9072217,-0.3116243,-0.02092892,-0.2817826,33.61639,14.86186,39.02192
7253,-0.9098525,-0.3159464,-0.02748549,-0.2675648,34.07108,15.3366,37.49943
7255,-0.9170954,-0.3167956,-0.0481706,-0.237184,33.9323,16.7151,34.13339
7257,-0.9198453,-0.3236821,-0.05832914,-0.2138043,34.7874,17.40893,31.66206
7259,-0.9224626,-0.3230084,-0.06578541,-0.2009992,34.71403,17.79525,30.18727
7261,-0.9241022,-0.3262283,-0.06402078,-0.1884459,35.36671,17.21007,28.57608
7263,-0.9278517,-0.3223737,-0.07616806,-0.1713625,34.89856,17.88145,26.58986
7265,-0.9298239,-0.3252594,-0.08470553,-0.1498632,35.41394,18.23422,24.17791
7267,-0.931903,-0.3221341,-0.08764294,-0.1417927,35.13755,18.14713,23.09216
7269,-0.9332186,-0.3242966,-0.09213683,-0.1242811,35.61792,18.10154,21.03006
7271,-0.9340627,-0.3231307,-0.09331104,-0.1200267,35.53844,18.03186,20.46659
7273,-0.9354753,-0.3225054,-0.0907653,-0.1124184,35.66072,17.35291,19.32514
7275,-0.9373041,-0.3189133,-0.09398615,-0.104509,35.32352,17.316,18.27587
7277,-0.9399025,-0.3143207,-0.09149656,-0.097028,34.96711,16.51796,17.02333
7279,-0.9420889,-0.3073152,-0.09289753,-0.09693369,34.12683,16.46438,16.83456
7281,-0.9424958,-0.3072619,-0.09427413,-0.09167452,34.18737,16.43524,16.19687
7283,-0.944872,-0.2995433,-0.09408695,-0.09294374,33.26899,16.2154,16.11013
7285,-0.9455438,-0.2977304,-0.09101278,-0.09497481,33.07569,15.83621,16.20139
7287,-0.9470277,-0.2922736,-0.09325016,-0.09496918,32.40297,15.95865,16.1176
7289,-0.9477113,-0.2897719,-0.09268072,-0.09636279,32.09863,15.86029,16.20125
7291,-0.9492836,-0.2857771,-0.09110311,-0.09430077,31.69415,15.46364,15.76032
7293,-0.9501212,-0.2817203,-0.09465888,-0.09456989,31.16021,15.81131,15.80303
7295,-0.9506396,-0.2806044,-0.0931536,-0.09417102,31.06181,15.57228,15.66697
7297,-0.9502764,-0.2799662,-0.09866843,-0.09411886,30.8984,16.2576,15.83383
7299,-0.952894,-0.2743691,-0.1031568,-0.07793255,30.45163,16.12065,13.76575
7301,-0.9528049,-0.2729419,-0.113522,-0.06912725,30.29324,17.11204,12.96351
7303,-0.9537816,-0.2748546,-0.1059324,-0.05944794,30.77764,15.85681,11.5234
7305,-0.9542808,-0.2740094,-0.106781,-0.05352403,30.76601,15.74248,10.77706
7307,-0.9544712,-0.2731346,-0.1147112,-0.03498112,30.88876,16.10724,8.675231
7309,-0.9535151,-0.277927,-0.1132092,-0.02737688,31.5886,15.74227,7.768061
7311,-0.9527077,-0.2789031,-0.1165981,-0.03108516,31.61287,16.33428,8.390723
7313,-0.9524044,-0.280838,-0.1088865,-0.04690222,31.64997,15.9377,10.18303
7315,-0.94911,-0.284795,-0.1069404,-0.08152287,31.54495,17.01849,14.65833
7317,-0.94366,-0.2903542,-0.09179422,-0.1295156,31.61532,16.96313,20.46488
7319,-0.9387316,-0.294268,-0.08317095,-0.1589718,31.73785,17.07465,24.11052
7321,-0.9258681,-0.2992029,-0.07961169,-0.2165826,31.30273,18.91829,31.67738
7323,-0.9110715,-0.3014579,-0.05401731,-0.2759604,31.29778,18.05356,38.79891
7325,-0.9004649,-0.305902,-0.04558206,-0.3057932,31.53576,18.41017,42.75439
7327,-0.8860017,-0.311568,-0.03992668,-0.3410757,31.65904,19.43965,47.67028
7329,-0.8719879,-0.3145954,-0.03699556,-0.3732266,31.40146,20.53118,52.17247
7331,-0.8620031,-0.3164819,-0.03170103,-0.3946963,31.37198,20.89255,55.13216
7333,-0.8615337,-0.3171721,-0.02643663,-0.3955538,31.70829,20.39474,55.17112
