frame,quat_w,quat_x,quat_y,quat_z,euler_x,euler_y,euler_z
8123,-0.886707,0.1674334,-0.0870218,0.4220712,347.0871,17.65798,307.0772
8124,-0.9011883,0.1652606,-0.09123456,0.3901603,346.8989,17.53185,311.1518
8125,-0.9016503,0.1658421,-0.09062821,0.3889855,346.7879,17.48173,311.2876
8126,-0.9113611,0.1634098,-0.0936439,0.3659907,346.7438,17.35232,314.2088
8127,-0.9153219,0.1628304,-0.09246182,0.3565431,346.5762,17.06116,315.4129
8128,-0.9217808,0.1633952,-0.09455553,0.3386467,346.2794,17.05902,317.5876
8129,-0.9236673,0.1646144,-0.0955835,0.3325728,346.0827,17.14069,318.2889
8130,-0.9304254,0.1642345,-0.09594217,0.3132582,345.7882,16.8768,320.666
8131,-0.9315109,0.1654931,-0.09858581,0.3085133,345.6711,17.15495,321.1783
8132,-0.9364206,0.1636877,-0.1002876,0.2937099,345.6615,17.04403,323.0122
8133,-0.9375445,0.1690023,-0.1044689,0.2855431,345.094,17.61297,323.8001
8134,-0.9373509,0.1717133,-0.1051881,0.2842951,344.8051,17.78893,323.8636
8135,-0.9373721,0.1741723,-0.1037939,0.2832393,344.4707,17.71985,323.939
8136,-0.9353738,0.1755206,-0.1034954,0.2890628,344.4237,17.83863,323.1947
8137,-0.9318919,0.1809811,-0.1000741,0.298008,343.8792,17.84443,321.9854
8138,-0.9285944,0.1846852,-0.09812501,0.3065543,343.5706,17.94155,320.85
8139,-0.9238231,0.1916712,-0.09627801,0.3170864,342.9573,18.2518,319.3547
8140,-0.9130608,0.1990195,-0.09205002,0.3438578,342.5346,18.64491,315.8385
8141,-0.9092212,0.2001897,-0.09050375,0.3536244,342.5409,18.72009,314.5951
8142,-0.9071382,0.2074574,-0.08888176,0.3551927,341.7451,18.96476,314.1597
8143,-0.8952357,0.2130641,-0.08438304,0.3821471,341.5189,19.32943,310.5938
8144,-0.8868571,0.2203119,-0.08099025,0.3979798,340.9553,19.72374,308.3228
8145,-0.8799336,0.2270889,-0.07703534,0.410138,340.3389,19.98494,306.522
8146,-0.8783625,0.2283066,-0.07328266,0.4135037,340.0947,19.73836,306.0839
8147,-0.8735536,0.229689,-0.07585165,0.4223669,340.2926,20.29561,304.8306
8148,-0.8721727,0.2346223,-0.07605234,0.4224728,339.8181,20.64339,304.597
8149,-0.8719567,0.2371737,-0.07367817,0.4219144,339.4247,20.54929,304.589
8150,-0.8682303,0.2387074,-0.06912428,0.429438,339.1982,20.34779,303.5916
8151,-0.8664972,0.2413195,-0.07454872,0.4305696,339.2673,21.12088,303.2473
8152,-0.8605518,0.2459594,-0.07398036,0.4398654,339.0079,21.60091,301.8046
8153,-0.8576031,0.2476583,-0.07531899,0.4444204,339.0325,21.9679,301.0987
8155,-0.8558404,0.2501423,-0.07451674,0.4465573,338.8008,22.1126,300.7026
8156,-0.8552408,0.2518399,-0.07477123,0.4467094,338.6561,22.26431,300.5948
8157,-0.8530802,0.25689,-0.0762929,0.4477068,338.2855,22.81161,300.1862
8157,-0.8525821,0.2507033,-0.06884789,0.4533339,338.5882,21.73143,299.8425
8158,-0.8508381,0.2513412,-0.06365666,0.4570013,338.3141,21.33362,299.3856
8159,-0.8522362,0.249598,-0.0613091,0.4556707,338.3116,20.93202,299.682
8160,-0.8443438,0.2524649,-0.06051633,0.4687034,338.3087,21.38782,297.7858
8161,-0.8428123,0.2491904,-0.05447251,0.4739245,338.3824,20.66063,297.3145
8162,-0.8375622,0.2506181,-0.05583492,0.4822477,338.5331,21.11497,296.0887
8163,-0.8383626,0.2515562,-0.05288291,0.4806987,338.2259,20.84913,296.2888
8164,-0.8314515,0.2509252,-0.04768676,0.4934075,338.2717,20.60474,294.6317
8165,-0.8297927,0.2498938,-0.04840192,0.4966432,338.4913,20.67918,294.2284
8166,-0.8219938,0.2478289,-0.04200771,0.511021,338.6236,20.25298,292.4015
8167,-0.8136328,0.2467021,-0.03743666,0.5251079,338.7687,20.07877,290.5238
8168,-0.809881,0.2480295,-0.03482923,0.530435,338.6048,20.07152,289.7245
8169,-0.7939975,0.2482793,-0.03115031,0.5540353,338.9152,20.35695,286.3594
8170,-0.7872404,0.2496727,-0.02812624,0.5631387,338.8121,20.43122,284.9843
8171,-0.7728744,0.2476558,-0.02029064,0.5838839,338.9539,20.08914,282.091
8172,-0.7677251,0.2469922,-0.017465,0.591006,338.9857,19.96679,281.081
8173,-0.7650286,0.2459184,-0.01578742,0.5949843,339.0543,19.82848,280.5526
8174,-0.7395262,0.2435797,-0.009794742,0.6274346,339.6364,19.96765,275.7538
8175,-0.7293128,0.2419105,-0.007562518,0.6399415,339.9294,19.96096,273.9015
8176,-0.7172015,0.2458247,-0.005789489,0.652042,339.8145,20.51192,271.7598
8177,-0.7116539,0.2379442,-0.001863748,0.6610053,340.3542,19.6835,270.7854
8178,-0.6978098,0.2385692,0.002480358,0.6753817,340.3483,19.78584,268.4112
8179,-0.6969577,0.2349847,0.006105036,0.6774917,340.3775,19.20789,268.2707
8180,-0.695067,0.2366972,0.006001502,0.6788375,340.2943,19.41975,267.9491
8181,-0.6770233,0.2325182,0.00947547,0.6982014,340.8482,19.2767,264.9532
8182,-0.671869,0.2270041,0.01237115,0.7049173,341.1873,18.69548,264.1257
8183,-0.6758986,0.2326561,0.004099607,0.6992965,341.3227,19.73253,264.774
8184,-0.6775795,0.2316746,0.002775729,0.6980009,341.4682,19.7026,265.0533
8185,-0.6551816,0.2264623,0.01281607,0.7206163,341.626,19.03963,261.4468
8186,-0.6554801,0.2245644,0.01288643,0.7209373,341.7614,18.85256,261.5015
8187,-0.6611052,0.2225967,0.01007608,0.7164421,342.0156,18.74354,262.4071
8189,-0.6704708,0.2234149,0.005834848,0.7074751,342.0707,18.90697,263.9141
8190,-0.6706292,0.2220258,0.004498988,0.7077718,342.2922,18.87982,263.9458
8191,-0.6680712,0.2222502,0.00309369,0.7101241,342.4612,19.06886,263.5362
8192,-0.6671079,0.2217613,0.00364235,0.7111791,342.4788,19.0064,263.3817
8193,-0.6626009,0.2195673,0.003817886,0.7160558,342.7562,18.90173,262.6675
8194,-0.6572955,0.2178134,0.003833205,0.7214606,343.0303,18.86421,261.8316
8195,-0.6535551,0.2231871,0.002225488,0.7232209,342.8455,19.56116,261.2278
8196,-0.6477407,0.220909,0.002582133,0.7291259,343.1451,19.45737,260.3243
8197,-0.6528558,0.2195399,0.004669011,0.7249551,342.9369,19.0621,261.1234
8198,-0.6487603,0.2193834,0.0005724728,0.7286842,343.4119,19.44072,260.4975
8199,-0.6518856,0.2186862,-0.001882017,0.7260979,343.5975,19.4878,260.9991
8200,-0.6501817,0.2195427,-0.003134727,0.7273618,343.6846,19.69555,260.7356
8201,-0.6502748,0.2200003,-0.004316837,0.7271342,343.7491,19.82218,260.7543
8202,-0.6423713,0.2183386,-0.00550428,0.7346137,344.1916,19.92247,259.5415
8203,-0.6411272,0.2200301,-0.004469007,0.7352025,344.0044,20.0308,259.3368
8204,-0.6372684,0.2101007,-0.002171487,0.741446,344.6591,19.02239,258.7724
8205,-0.6323422,0.2131981,-0.002358764,0.7447714,344.5668,19.42312,258.0085
8206,-0.6320688,0.2154024,0.00104627,0.7443721,344.1061,19.39328,257.9383
8207,-0.6370337,0.2060208,-0.0005413294,0.7427943,344.8302,18.53154,258.745
8208,-0.6323427,0.2059521,0.001864344,0.7468086,344.7371,18.44635,258.0182
8210,-0.6346904,0.2051422,0.001148075,0.7450394,344.8044,18.37545,258.3827
8212,-0.6361219,0.1990635,0.003382742,0.7454606,345.0308,17.62336,258.6166
8214,-0.6384805,0.1951158,-0.0001837909,0.7444949,345.5887,17.47,259.0072
8215,-0.6406977,0.1953123,0.0002297163,0.742536,345.4862,17.41618,259.3439
8216,-0.6384392,0.1954366,0.0009002984,0.7444456,345.4699,17.42221,258.995
8217,-0.6423653,0.1938855,0.001388907,0.7414671,345.4544,17.16933,259.6002
8218,-0.6513312,0.1952795,-0.005928218,0.7332111,345.7774,17.66096,261.0104
8219,-0.6532412,0.1946702,-0.007562876,0.7316573,345.9206,17.69037,261.3167
8220,-0.655228,0.1955546,-0.008343518,0.7296336,345.8719,17.79078,261.627
8221,-0.657829,0.1960006,-0.0116494,0.7271239,346.0587,18.02767,262.049
8222,-0.6584579,0.1996424,-0.01128626,0.725568,345.7275,18.31684,262.1353
8223,-0.6576047,0.193196,-0.01532143,0.7280087,346.5978,18.0524,262.044
