frame,quat_w,quat_x,quat_y,quat_z,euler_x,euler_y,euler_z
9651,-0.9830537,0.1092178,-0.1370086,-0.05390587,346.7321,15.34694,4.481833
9652,-0.9827794,0.1083765,-0.1381169,-0.05764677,346.7651,15.42924,4.913152
9653,-0.983531,0.1158246,-0.1346655,-0.03341903,346.3002,15.34818,2.037504
9654,-0.9830503,0.1197136,-0.135343,-0.03103555,345.8908,15.46876,1.690715
9655,-0.9830012,0.1204984,-0.1363106,-0.02466389,345.8995,15.67521,0.9239165
9656,-0.9827472,0.1219645,-0.1377965,-0.01857343,345.8277,15.94219,0.1709855
9657,-0.9831748,0.1218365,-0.1358987,-0.007400855,346.0199,15.87401,358.9039
9658,-0.9816718,0.1300988,-0.1388823,-0.01032359,345.031,16.22865,359.0588
9659,-0.9816375,0.1308747,-0.1387466,0.00306252,345.1616,16.41688,357.4902
9660,-0.9811745,0.1373617,-0.135702,0.00366284,344.4216,16.11076,357.354
9661,-0.9802427,0.139991,-0.1373838,0.02554497,344.4885,16.67498,354.7275
9662,-0.9798006,0.1432906,-0.1357908,0.03193196,344.2095,16.62109,353.9458
9663,-0.9784139,0.150241,-0.1372869,0.03586848,343.4921,16.94403,353.3253
9664,-0.977047,0.1579406,-0.1283833,0.06286289,342.9929,16.44597,350.1618
9665,-0.9750531,0.1616268,-0.1344661,0.07118423,342.7798,17.37472,348.9983
9666,-0.9721912,0.169508,-0.1343109,0.08984346,342.2145,17.83319,346.6277
9667,-0.9718188,0.1687087,-0.1324417,0.0978003,342.4221,17.73668,345.7428
9668,-0.9681113,0.1755395,-0.1275977,0.1251618,342.0647,17.81007,342.434
9669,-0.9670506,0.179271,-0.1288289,0.1268009,341.6961,18.0793,342.1234
9670,-0.961311,0.1866991,-0.1172927,0.1651276,341.3241,17.64565,337.5823
9671,-0.9619527,0.1908374,-0.122319,0.1525335,340.7411,18.11647,338.8808
9672,-0.9591864,0.1916074,-0.1196837,0.1700702,340.9214,18.17401,336.8119
9673,-0.956714,0.1993469,-0.1212919,0.1739181,340.169,18.68865,336.0985
9674,-0.9570062,0.2023023,-0.1253207,0.165855,339.7792,19.09486,336.9002
9675,-0.9498922,0.2122857,-0.1170114,0.1973529,339.0771,19.12889,332.962
9676,-0.9490185,0.2160457,-0.1209416,0.1950933,338.7233,19.68246,333.0341
9677,-0.9486032,0.2161498,-0.1172709,0.1991961,338.6933,19.34407,332.6092
9678,-0.9469427,0.2211948,-0.1212372,0.1991833,338.2461,20.00414,332.3608
9679,-0.9408035,0.2295648,-0.1169713,0.2202423,337.6399,20.32404,329.5908
9680,-0.9398201,0.2332804,-0.1111517,0.223526,337.1206,19.87443,329.1819
9681,-0.9360049,0.2395921,-0.1077063,0.2342856,336.5436,20.00907,327.7
9682,-0.9357563,0.2377082,-0.1042689,0.2387112,336.7282,19.631,327.2974
9683,-0.9354022,0.2428417,-0.1041917,0.2349359,336.0868,19.75776,327.5783
9684,-0.934443,0.2489829,-0.1048128,0.2320309,335.3748,20.03436,327.6942
9685,-0.9325541,0.2498974,-0.110112,0.2361561,335.5387,20.81127,327.0197
9686,-0.9316834,0.2566737,-0.1060671,0.2341681,334.6211,20.59762,327.0973
9687,-0.9271709,0.261967,-0.09968305,0.2485779,334.1371,20.49686,325.2291
9688,-0.9275039,0.2620126,-0.1036391,0.2456522,334.2073,20.88513,325.4986
9689,-0.9244776,0.2695653,-0.1022571,0.2494381,333.423,21.20931,324.7367
9690,-0.9230865,0.2713605,-0.1016275,0.2528769,333.2833,21.32705,324.2394
9691,-0.9224224,0.2762547,-0.1012455,0.2501396,332.6777,21.45655,324.382
9692,-0.9143236,0.2807758,-0.09276527,0.2767164,332.4773,21.50015,320.9991
9693,-0.9139361,0.2823845,-0.0929791,0.2762873,332.3037,21.60322,320.9738
9694,-0.9134176,0.2852498,-0.09466746,0.2744799,332.0218,21.90959,321.0277
9695,-0.9126648,0.2923335,-0.09799069,0.2682946,331.2477,22.51605,321.3951
9695,-0.9105848,0.2911713,-0.0980151,0.276492,331.5709,22.71037,320.3947
9696,-0.9073505,0.2955722,-0.09261653,0.2842084,331.0707,22.5814,319.3194
9697,-0.9012172,0.298758,-0.08360448,0.3025915,330.7976,22.31893,316.9966
9698,-0.9012127,0.2983048,-0.08156013,0.3036083,330.7811,22.08496,316.9399
9699,-0.895216,0.3019749,-0.08201525,0.31729,330.7501,22.82593,314.9377
9700,-0.8920337,0.3079359,-0.07897425,0.3212702,330.0903,23.00474,314.1641
9701,-0.8897356,0.3114593,-0.07611477,0.3249158,329.6838,23.03896,313.5569
9702,-0.8874435,0.3157363,-0.07981598,0.3261661,329.4474,23.80808,313.0493
9703,-0.8831035,0.3186986,-0.07261115,0.3365816,329.0688,23.55402,311.6699
9704,-0.8855951,0.318185,-0.07520348,0.3298849,329.0728,23.5782,312.5302
9705,-0.8819554,0.3211634,-0.07313734,0.3371348,328.8561,23.81286,311.4349
9706,-0.8789763,0.3255977,-0.06983426,0.3413358,328.3512,23.91123,310.6852
9707,-0.8770052,0.325332,-0.06846887,0.3468908,328.4573,23.9384,309.9856
9708,-0.87797,0.3281187,-0.06865311,0.3417509,328.0464,23.97884,310.5042
9709,-0.873946,0.3309906,-0.06555042,0.3498099,327.8136,24.14187,309.31
9710,-0.8705884,0.3280321,-0.06047839,0.361681,328.1691,23.7804,308.0079
9711,-0.8669324,0.3324696,-0.05640063,0.3670301,327.6523,23.86836,307.092
9712,-0.8658051,0.3333531,-0.05362394,0.3692991,327.4775,23.71153,306.7917
9713,-0.8630161,0.3386953,-0.05057085,0.3713914,326.8361,23.87874,306.226
9714,-0.8617507,0.3365905,-0.05499774,0.3755902,327.3979,24.37132,305.6735
9715,-0.8599819,0.3351856,-0.04493585,0.3821813,327.1692,23.38349,305.1011
9716,-0.8588578,0.3385291,-0.04430434,0.3818359,326.7932,23.57427,304.9405
9717,-0.8580195,0.3408255,-0.04651004,0.381415,326.6748,23.99623,304.7877
9718,-0.8570056,0.3426332,-0.04620463,0.3821116,326.498,24.14144,304.5734
9719,-0.8572822,0.3415313,-0.04626742,0.3824698,326.6203,24.07039,304.5977
9720,-0.8442314,0.3384155,-0.0306398,0.4144995,326.9069,23.36691,300.6686
9721,-0.842312,0.3421955,-0.02693155,0.4155568,326.3521,23.33731,300.3344
9722,-0.8349763,0.3434764,-0.02220872,0.4293548,326.3224,23.51549,298.3653
